student_id,name,career_goal,internships_done,job_ready,suggested_paths
1257,Priya R 9,Software Developer,1 (Web Dev Intern),No,"LinkedIn optimization, Core project, mock interviews"
1258,Priya K 6,Cloud Engineer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Certifications in relevant domain"
1259,Aisha M 2,Cybersecurity Analyst,1 (ML Intern),Yes,"Portfolio enhancement, Attend tech webinars"
1260,Rahul S 7,AR/VR Developer,1 (CAD Internship),Yes,"LinkedIn optimization, Build capstone projects"
1261,Karan M 7,Web Developer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Apply to research roles"
1262,Ravi T 2,Cloud Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1263,Ravi K 8,Product Designer,"2 (DevOps, Cloud)",No,"Core project, mock interviews, Attend tech webinars"
1264,Arjun S 6,ML Engineer,1 (Security Intern),Yes,"LinkedIn optimization, Contribute to open source"
1265,Sneha M 5,Web Developer,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
1266,Rahul M 10,AI Researcher,1 (Web Dev Intern),Yes,"Contribute to open source, Resume upgrade, hackathons"
1267,Rahul T 7,Embedded Engineer,None,No,"Attend tech webinars, Practice DSA, GitHub proj"
1268,Priya R 10,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Contribute to open source"
1269,Karan S 9,Web Developer,1 (Security Intern),No,"Build capstone projects, Core project, mock interviews"
1270,Sneha R 8,Data Scientist,1 (Web Dev Intern),No,"Core project, mock interviews, LinkedIn optimization"
1271,Ankit S 7,Web Developer,None,No,"Contribute to open source, Portfolio enhancement"
1272,Ravi R 6,AI Researcher,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Build capstone projects"
1273,Ankit R 11,Cybersecurity Analyst,1 (Security Intern),No,"Certifications in relevant domain, Build capstone projects"
1274,Aisha R 5,Data Scientist,1 (CAD Internship),Yes,"Contribute to open source, Apply to research roles"
1275,Aisha M 3,AI Researcher,None,No,"Contribute to open source, Practice DSA, GitHub proj"
1276,Meera S 8,Product Designer,1 (ML Intern),Yes,"Contribute to open source, Certifications in relevant domain"
1277,Divya T 5,Product Designer,"2 (NLP, Vision)",No,"Build capstone projects, Resume upgrade, hackathons"
1278,Meera M 4,Systems Engineer,1 (CAD Internship),No,"Resume upgrade, hackathons, Certifications in relevant domain"
1279,Divya S 5,Data Scientist,1 (CAD Internship),No,"Apply to research roles, Portfolio enhancement"
1280,Rahul M 11,Web Developer,1 (CAD Internship),Yes,"Apply to research roles, Resume upgrade, hackathons"
1281,Sneha R 9,Web Developer,"2 (DevOps, Cloud)",No,"Resume upgrade, hackathons, Contribute to open source"
1282,Rahul M 12,Cybersecurity Analyst,1 (AR Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
1283,Ankit M 5,Software Developer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Build capstone projects"
1284,Aisha M 4,Cybersecurity Analyst,None,No,"Practice DSA, GitHub proj, Contribute to open source"
1285,Arjun T 9,ML Engineer,1 (ML Intern),Yes,"Core project, mock interviews, LinkedIn optimization"
1286,Arjun T 10,Product Designer,1 (AR Intern),Yes,"Portfolio enhancement, Contribute to open source"
1287,Ravi S 4,Product Designer,"2 (NLP, Vision)",Yes,"Apply to research roles, Practice DSA, GitHub proj"
1288,Sneha R 10,Systems Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Resume upgrade, hackathons"
1289,Rahul R 6,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Attend tech webinars, Contribute to open source"
1290,Aisha S,AI Researcher,"2 (NLP, Vision)",Yes,"Apply to research roles, Certifications in relevant domain"
1291,Ankit M 6,DevOps Specialist,1 (CAD Internship),Yes,"Contribute to open source, Portfolio enhancement"
1292,Divya R 2,Cloud Engineer,1 (CAD Internship),Yes,"Attend tech webinars, Apply to research roles"
1293,Priya T 9,ML Engineer,1 (Web Dev Intern),No,"Core project, mock interviews, LinkedIn optimization"
1294,Divya R 3,DevOps Specialist,1 (ML Intern),Yes,"Build capstone projects, LinkedIn optimization"
1295,Divya T 6,ML Engineer,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1296,Karan R 2,Web Developer,None,No,"Contribute to open source, Attend tech webinars"
1297,Meera M 5,AR/VR Developer,1 (CAD Internship),Yes,"LinkedIn optimization, Build capstone projects"
1298,Divya M 9,Cloud Engineer,"2 (NLP, Vision)",No,"Contribute to open source, Certifications in relevant domain"
1299,Ravi M 5,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Resume upgrade, hackathons"
1300,Sneha T 6,Product Designer,1 (Web Dev Intern),No,"Contribute to open source, LinkedIn optimization"
1301,Rahul M 13,AI Researcher,None,No,"Contribute to open source, LinkedIn optimization"
1302,Divya R 4,Embedded Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, LinkedIn optimization"
1303,Ravi S 5,AI Researcher,1 (CAD Internship),No,"Build capstone projects, Apply to research roles"
1304,Ravi S 6,Product Designer,None,No,"LinkedIn optimization, Portfolio enhancement"
1305,Arjun M 4,AR/VR Developer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Portfolio enhancement"
1306,Rahul K 6,Data Scientist,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Portfolio enhancement"
1307,Karan R 3,Embedded Engineer,1 (CAD Internship),No,"Build capstone projects, Resume upgrade, hackathons"
1308,Karan T 5,Cybersecurity Analyst,1 (CAD Internship),Yes,"LinkedIn optimization, Certifications in relevant domain"
1309,Ravi T 3,Software Developer,1 (IoT Internship),No,"Build capstone projects, Contribute to open source"
1310,Ravi R 7,DevOps Specialist,1 (CAD Internship),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1311,Ravi M 6,ML Engineer,"2 (NLP, Vision)",Yes,"Attend tech webinars, Apply to research roles"
1312,Arjun R 6,Systems Engineer,None,No,"Apply to research roles, Build capstone projects"
1313,Sneha R 11,Software Developer,1 (AR Intern),No,"Contribute to open source, Practice DSA, GitHub proj"
1314,Arjun R 7,Web Developer,None,No,"Practice DSA, GitHub proj, Certifications in relevant domain"
1315,Divya K 6,Web Developer,1 (Web Dev Intern),No,"Build capstone projects, Core project, mock interviews"
1316,Rahul K 7,Product Designer,1 (Web Dev Intern),Yes,"Apply to research roles, LinkedIn optimization"
1317,Arjun K 8,Systems Engineer,1 (AR Intern),No,"Attend tech webinars, LinkedIn optimization"
1318,Meera R 7,ML Engineer,1 (AR Intern),No,"LinkedIn optimization, Apply to research roles"
1319,Karan K 10,Web Developer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Build capstone projects"
1320,Ankit M 7,Data Scientist,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Portfolio enhancement"
1321,Ankit K 5,Web Developer,1 (Security Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
1322,Arjun R 8,Data Scientist,1 (ML Intern),Yes,"Build capstone projects, Core project, mock interviews"
1323,Rahul S 8,Systems Engineer,"2 (NLP, Vision)",No,"Practice DSA, GitHub proj, Attend tech webinars"
1324,Aisha T 3,Embedded Engineer,1 (IoT Internship),Yes,"Apply to research roles, Core project, mock interviews"
1325,Karan M 8,Systems Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
1326,Rahul T 8,Product Designer,None,No,"Apply to research roles, Build capstone projects"
1327,Divya R 5,Software Developer,1 (Web Dev Intern),No,"Contribute to open source, LinkedIn optimization"
1328,Meera M 6,Web Developer,1 (AR Intern),No,"Attend tech webinars, Contribute to open source"
1329,Priya M 5,Cloud Engineer,None,No,"Portfolio enhancement, Build capstone projects"
1330,Priya S 10,Cloud Engineer,1 (ML Intern),No,"Resume upgrade, hackathons, Apply to research roles"
1331,Aisha R 6,ML Engineer,"2 (Research, Dev)",Yes,"Apply to research roles, LinkedIn optimization"
1332,Meera K 4,Software Developer,None,No,"Contribute to open source, Core project, mock interviews"
1333,Meera M 7,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Portfolio enhancement"
1334,Karan T 6,Embedded Engineer,1 (Security Intern),Yes,"Core project, mock interviews, Contribute to open source"
1335,Ankit M 8,Embedded Engineer,1 (Security Intern),Yes,"Apply to research roles, Build capstone projects"
1336,Divya T 7,Cloud Engineer,None,No,"Portfolio enhancement, Apply to research roles"
1337,Rahul T 9,AR/VR Developer,1 (Web Dev Intern),Yes,"LinkedIn optimization, Core project, mock interviews"
1338,Ravi T 4,Systems Engineer,None,No,"Contribute to open source, Attend tech webinars"
1339,Meera M 8,Cloud Engineer,1 (Security Intern),Yes,"LinkedIn optimization, Contribute to open source"
1340,Arjun R 9,AI Researcher,1 (Security Intern),No,"LinkedIn optimization, Contribute to open source"
1341,Aisha K 9,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1342,Aisha K 10,DevOps Specialist,"2 (NLP, Vision)",Yes,"Portfolio enhancement, Core project, mock interviews"
1343,Ankit M 9,DevOps Specialist,1 (IoT Internship),No,"Core project, mock interviews, Build capstone projects"
1344,Aisha T 4,Cloud Engineer,None,No,"Portfolio enhancement, Apply to research roles"
1345,Divya K 7,Software Developer,1 (CAD Internship),Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
1346,Divya T 8,ML Engineer,1 (ML Intern),Yes,"LinkedIn optimization, Apply to research roles"
1347,Rahul R 7,ML Engineer,1 (CAD Internship),Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
1348,Arjun M 5,Data Scientist,None,No,"Apply to research roles, Attend tech webinars"
1349,Arjun S 7,Systems Engineer,"2 (Research, Dev)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
1350,Priya T 10,AI Researcher,1 (AR Intern),Yes,"Core project, mock interviews, Portfolio enhancement"
1351,Aisha M 5,Data Scientist,1 (IoT Internship),Yes,"Contribute to open source, Resume upgrade, hackathons"
1352,Sneha T 7,Product Designer,None,No,"Core project, mock interviews, LinkedIn optimization"
1353,Ravi M 7,Software Developer,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
1354,Ravi M 8,Cloud Engineer,None,No,"Portfolio enhancement, Certifications in relevant domain"
1355,Meera K 5,Embedded Engineer,1 (CAD Internship),Yes,"Core project, mock interviews, Certifications in relevant domain"
1356,Divya S 6,Product Designer,1 (Web Dev Intern),No,"Practice DSA, GitHub proj, Portfolio enhancement"
1357,Priya T 11,Cloud Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
1358,Karan T 7,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Build capstone projects, Apply to research roles"
1359,Priya S 11,Cloud Engineer,1 (AR Intern),Yes,"Attend tech webinars, LinkedIn optimization"
1360,Meera R 8,Cloud Engineer,1 (CAD Internship),Yes,"Certifications in relevant domain, Core project, mock interviews"
1361,Priya T 12,Data Scientist,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Apply to research roles"
1362,Sneha S 7,Web Developer,1 (AR Intern),No,"Contribute to open source, LinkedIn optimization"
1363,Karan S 10,Data Scientist,"2 (NLP, Vision)",No,"Practice DSA, GitHub proj, Contribute to open source"
1364,Rahul R 8,Web Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
1365,Meera R 9,AI Researcher,1 (CAD Internship),No,"Apply to research roles, Certifications in relevant domain"
1366,Ankit K 6,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
1367,Arjun R 10,Cloud Engineer,1 (Web Dev Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1368,Ravi M 9,Web Developer,1 (ML Intern),No,"Practice DSA, GitHub proj, Build capstone projects"
1369,Ravi K 9,AI Researcher,"2 (Research, Dev)",No,"Portfolio enhancement, Core project, mock interviews"
1370,Meera R 10,Systems Engineer,1 (ML Intern),Yes,"Apply to research roles, Attend tech webinars"
1371,Sneha R 12,Web Developer,None,No,"Contribute to open source, Practice DSA, GitHub proj"
1372,Ankit R 12,Software Developer,1 (Web Dev Intern),Yes,"Build capstone projects, Attend tech webinars"
1373,Meera K 6,Software Developer,1 (Web Dev Intern),Yes,"Attend tech webinars, Apply to research roles"
1374,Meera R 11,Product Designer,1 (CAD Internship),No,"Core project, mock interviews, LinkedIn optimization"
1375,Arjun T 11,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Apply to research roles"
1376,Ankit R 13,AR/VR Developer,1 (Web Dev Intern),Yes,"Build capstone projects, Resume upgrade, hackathons"
1377,Sneha T 8,ML Engineer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Build capstone projects"
1378,Priya S 12,Web Developer,1 (Web Dev Intern),Yes,"Build capstone projects, Core project, mock interviews"
1379,Ravi S 7,ML Engineer,1 (Security Intern),Yes,"Apply to research roles, Contribute to open source"
1380,Meera K 7,Cloud Engineer,1 (Security Intern),Yes,"Practice DSA, GitHub proj, Contribute to open source"
1381,Divya R 6,Cloud Engineer,1 (ML Intern),Yes,"Attend tech webinars, Contribute to open source"
1382,Ankit R 14,Product Designer,1 (Security Intern),Yes,"Portfolio enhancement, Build capstone projects"
1383,Karan R 4,ML Engineer,1 (ML Intern),Yes,"Resume upgrade, hackathons, Contribute to open source"
1384,Karan M 9,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Contribute to open source"
1385,Divya T 9,Product Designer,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1386,Divya M 10,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Apply to research roles, Portfolio enhancement"
1387,Aisha R 7,Web Developer,"2 (Research, Dev)",No,"Core project, mock interviews, Portfolio enhancement"
1388,Rahul T 10,Cybersecurity Analyst,None,No,"Attend tech webinars, Contribute to open source"
1389,Ankit S 8,Embedded Engineer,1 (IoT Internship),Yes,"Core project, mock interviews, Certifications in relevant domain"
1390,Sneha M 6,Cloud Engineer,1 (IoT Internship),Yes,"Contribute to open source, Core project, mock interviews"
1391,Rahul M 14,Web Developer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Portfolio enhancement"
1392,Rahul R 9,Embedded Engineer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
1393,Divya S 7,DevOps Specialist,1 (Security Intern),Yes,"Core project, mock interviews, Contribute to open source"
1394,Aisha K 11,ML Engineer,1 (Security Intern),Yes,"LinkedIn optimization, Build capstone projects"
1395,Priya K 7,Cloud Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, Contribute to open source"
1396,Priya R 11,Cybersecurity Analyst,1 (ML Intern),Yes,"Resume upgrade, hackathons, LinkedIn optimization"
1397,Arjun M 6,AI Researcher,None,No,"Portfolio enhancement, Certifications in relevant domain"
1398,Divya T 10,Cloud Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
1399,Priya S 13,Embedded Engineer,1 (ML Intern),Yes,"LinkedIn optimization, Attend tech webinars"
1400,Arjun K 9,Cloud Engineer,1 (CAD Internship),No,"Portfolio enhancement, Practice DSA, GitHub proj"
1401,Sneha R 13,ML Engineer,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
1402,Karan K 11,Software Developer,"2 (Research, Dev)",No,"Attend tech webinars, Build capstone projects"
1403,Meera K 8,Embedded Engineer,1 (Security Intern),Yes,"Certifications in relevant domain, Apply to research roles"
1404,Sneha K 4,Data Scientist,1 (IoT Internship),No,"Contribute to open source, Apply to research roles"
1405,Meera T 6,Systems Engineer,1 (AR Intern),No,"Portfolio enhancement, Apply to research roles"
1406,Priya K 8,AR/VR Developer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1407,Divya T 11,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Attend tech webinars, Certifications in relevant domain"
1408,Divya T 12,AR/VR Developer,"2 (NLP, Vision)",Yes,"Contribute to open source, Portfolio enhancement"
1409,Priya S 14,DevOps Specialist,1 (AR Intern),No,"Portfolio enhancement, Practice DSA, GitHub proj"
1410,Ankit K 7,Embedded Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, LinkedIn optimization"
1411,Rahul M 15,AI Researcher,1 (AR Intern),No,"Build capstone projects, Certifications in relevant domain"
1412,Karan S 11,AI Researcher,1 (IoT Internship),Yes,"Portfolio enhancement, Build capstone projects"
1413,Karan R 5,Systems Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Apply to research roles"
1414,Sneha R 14,Data Scientist,1 (AR Intern),Yes,"Attend tech webinars, Build capstone projects"
1415,Divya R 7,Systems Engineer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Resume upgrade, hackathons"
1416,Ankit K 8,Software Developer,1 (ML Intern),Yes,"Core project, mock interviews, Attend tech webinars"
1417,Sneha T 9,Embedded Engineer,None,No,"LinkedIn optimization, Contribute to open source"
1418,Ravi R 8,AR/VR Developer,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Apply to research roles"
1419,Arjun M 7,Product Designer,1 (ML Intern),Yes,"Core project, mock interviews, Apply to research roles"
1420,Ravi K 10,AR/VR Developer,1 (Web Dev Intern),Yes,"Attend tech webinars, Contribute to open source"
1421,Divya K 8,Product Designer,1 (ML Intern),Yes,"Resume upgrade, hackathons, Build capstone projects"
1422,Sneha S 8,Cybersecurity Analyst,1 (Security Intern),Yes,"Attend tech webinars, Core project, mock interviews"
1423,Rahul K 8,Cloud Engineer,1 (IoT Internship),Yes,"Attend tech webinars, Apply to research roles"
1424,Rahul R 10,Systems Engineer,1 (IoT Internship),Yes,"Attend tech webinars, Contribute to open source"
1425,Sneha R 15,Embedded Engineer,"2 (Research, Dev)",No,"Resume upgrade, hackathons, LinkedIn optimization"
